Battery discharge Test @ 2.5
Time (ms), Voltage (V), Current (A)
54, 4.2229, 0.0000
561, 4.1312, 0.6048
1068, 4.1303, 0.6049
1575, 4.1229, 0.6051
2082, 4.1226, 0.6063
2589, 4.1219, 0.6064
3096, 4.1210, 0.6065
3609, 4.1135, 0.6067
4116, 4.1134, 0.6069
4623, 4.1131, 0.6079
5130, 4.1124, 0.6079
5637, 4.1118, 0.6080
6144, 4.1108, 0.6081
6652, 4.1046, 0.6082
7159, 4.1046, 0.6083
7666, 4.1043, 0.6085
8173, 4.1038, 0.6087
8680, 4.1033, 0.6089
9187, 4.1027, 0.6091
9694, 4.1015, 0.6093
10201, 4.1005, 0.6095
10708, 4.0991, 0.6097
11215, 4.0981, 0.6098
11722, 4.0972, 0.6099
12229, 4.0959, 0.6101
12736, 4.0951, 0.6103
13243, 4.0942, 0.6104
13750, 4.0929, 0.6106
14257, 4.0922, 0.6107
14764, 4.0915, 0.6108
15271, 4.0904, 0.6109
15778, 4.0897, 0.6111
16295, 4.0886, 0.6112
16802, 4.0880, 0.6113
17309, 4.0874, 0.6114
17816, 4.0863, 0.6116
18323, 4.0856, 0.6116
18830, 4.0850, 0.6117
19337, 4.0840, 0.6119
19844, 4.0835, 0.6120
20351, 4.0829, 0.6121
20858, 4.0821, 0.6122
21365, 4.0815, 0.6123
21872, 4.0809, 0.6124
22379, 4.0801, 0.6125
22886, 4.0796, 0.6125
23393, 4.0787, 0.6127
23901, 4.0782, 0.6128
24408, 4.0776, 0.6129
24926, 4.0768, 0.6130
25433, 4.0764, 0.6130
25940, 4.0758, 0.6131
26447, 4.0750, 0.6132
26954, 4.0746, 0.6133
27461, 4.0741, 0.6134
27968, 4.0732, 0.6135
28475, 4.0727, 0.6136
28982, 4.0720, 0.6137
29489, 4.0716, 0.6137
29996, 4.0712, 0.6138
30503, 4.0705, 0.6139
31010, 4.0701, 0.6140
31517, 4.0696, 0.6140
32024, 4.0690, 0.6141
32531, 4.0686, 0.6142
33038, 4.0681, 0.6143
33545, 4.0674, 0.6144
34052, 4.0670, 0.6144
34559, 4.0666, 0.6145
35066, 4.0659, 0.6146
35573, 4.0654, 0.6147
36080, 4.0648, 0.6148
36587, 4.0644, 0.6148
37094, 4.0641, 0.6149
37601, 4.0635, 0.6150
38108, 4.0631, 0.6150
38615, 4.0627, 0.6151
39122, 4.0620, 0.6152
39629, 4.0616, 0.6153
40136, 4.0612, 0.6153
40643, 4.0606, 0.6154
41150, 4.0601, 0.6155
41667, 4.0596, 0.6156
42174, 4.0592, 0.6156
42681, 4.0589, 0.6157
43188, 4.0583, 0.6157
43695, 4.0579, 0.6158
44202, 4.0575, 0.6159
44709, 4.0569, 0.6160
45216, 4.0565, 0.6160
45723, 4.0561, 0.6161
46230, 4.0556, 0.6162
46737, 4.0552, 0.6162
47244, 4.0548, 0.6163
47751, 4.0543, 0.6164
48258, 4.0540, 0.6164
48765, 4.0535, 0.6165
49272, 4.0530, 0.6166
49779, 4.0527, 0.6166
50297, 4.0521, 0.6167
50804, 4.0518, 0.6167
51311, 4.0514, 0.6168
51818, 4.0508, 0.6169
52325, 4.0504, 0.6170
52832, 4.0500, 0.6170
53339, 4.0494, 0.6171
53846, 4.0491, 0.6172
54353, 4.0486, 0.6172
54861, 4.0482, 0.6173
55368, 4.0478, 0.6174
55875, 4.0473, 0.6174
56382, 4.0469, 0.6175
56889, 4.0465, 0.6175
57396, 4.0460, 0.6176
57903, 4.0457, 0.6177
58410, 4.0454, 0.6177
58918, 4.0450, 0.6178
59425, 4.0446, 0.6178
59932, 4.0443, 0.6179
60439, 4.0438, 0.6180
60946, 4.0434, 0.6180
61453, 4.0428, 0.6182
61960, 4.0425, 0.6182
62467, 4.0423, 0.6182
62974, 4.0417, 0.6183
63481, 4.0414, 0.6184
63988, 4.0411, 0.6184
64495, 4.0406, 0.6185
65002, 4.0403, 0.6185
65509, 4.0399, 0.6186
66016, 4.0394, 0.6187
66523, 4.0391, 0.6187
67041, 4.0386, 0.6188
67548, 4.0383, 0.6189
68055, 4.0380, 0.6189
68562, 4.0375, 0.6190
69069, 4.0372, 0.6190
69576, 4.0369, 0.6191
70083, 4.0363, 0.6192
70590, 4.0360, 0.6192
71097, 4.0357, 0.6193
71604, 4.0352, 0.6193
72111, 4.0349, 0.6194
72618, 4.0346, 0.6194
73125, 4.0341, 0.6195
73632, 4.0339, 0.6195
74139, 4.0333, 0.6196
74646, 4.0330, 0.6197
75153, 4.0327, 0.6197
75660, 4.0322, 0.6198
76178, 4.0320, 0.6198
76686, 4.0316, 0.6199
77193, 4.0313, 0.6199
77700, 4.0310, 0.6200
78207, 4.0307, 0.6200
78714, 4.0303, 0.6201
79221, 4.0300, 0.6201
79733, 4.0296, 0.6202
80240, 4.0292, 0.6202
80747, 4.0290, 0.6203
81254, 4.0285, 0.6204
81761, 4.0281, 0.6204
82268, 4.0278, 0.6205
82775, 4.0274, 0.6205
83282, 4.0270, 0.6206
83789, 4.0268, 0.6206
84296, 4.0263, 0.6207
84803, 4.0260, 0.6207
85310, 4.0257, 0.6208
85817, 4.0253, 0.6208
86324, 4.0250, 0.6209
86832, 4.0245, 0.6209
87339, 4.0242, 0.6210
87846, 4.0239, 0.6210
88353, 4.0234, 0.6211
88860, 4.0232, 0.6212
89367, 4.0229, 0.6212
89874, 4.0225, 0.6212
90381, 4.0221, 0.6213
90888, 4.0220, 0.6213
91395, 4.0215, 0.6214
91902, 4.0213, 0.6214
92409, 4.0210, 0.6215
92916, 4.0207, 0.6215
93423, 4.0203, 0.6216
93934, 4.0200, 0.6216
94441, 4.0197, 0.6217
94948, 4.0194, 0.6217
95455, 4.0190, 0.6218
95962, 4.0186, 0.6218
96469, 4.0184, 0.6219
96976, 4.0179, 0.6219
97483, 4.0176, 0.6220
97990, 4.0173, 0.6220
98497, 4.0169, 0.6221
99004, 4.0166, 0.6221
99511, 4.0163, 0.6222
100018, 4.0158, 0.6222
100525, 4.0155, 0.6223
101034, 4.0151, 0.6223
101552, 4.0148, 0.6224
102059, 4.0144, 0.6224
102566, 4.0141, 0.6225
103073, 4.0137, 0.6226
103580, 4.0134, 0.6226
104087, 4.0130, 0.6227
104594, 4.0126, 0.6227
105101, 4.0124, 0.6228
105608, 4.0119, 0.6229
